rank,name,rule_type,expression,matched,profit_count,loss_count,win_rate,lift_vs_baseline,avg_roi,avg_pnl_sol,median_holding_seconds,avg_max_runup,avg_max_drawdown,avg_exit_efficiency
42,pre_5m_return >= 0.25,entry_filter,pre_5m_return >= 0.2500,26,20,6,0.769230769,0.269230769,0.220559462,0.129589289,76,0.467490559,-0.389729608,0.886005062
43,pre_5m_return >= 0.50 AND range >= 0.40,entry_filter_combo,pre_5m_return >= 0.5000 AND entry_range_position >= 0.4000,13,10,3,0.769230769,0.269230769,0.276697615,0.158075225,84,0.429995777,-0.466584667,0.911947935
44,pre_5m_return >= 0.50 AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.5000 AND entry_range_position >= 0.5000,13,10,3,0.769230769,0.269230769,0.276697615,0.158075225,84,0.429995777,-0.466584667,0.911947935
45,pre_5m_return >= 0.25 AND volume >= 1.50x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.5000,13,10,3,0.769230769,0.269230769,0.241563077,0.120862419,76,0.433681601,-0.488494418,0.907363302
46,pre_5m_return >= 0.25 AND volume >= 1.00x,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 1.0000,17,13,4,0.764705882,0.264705882,0.171644941,0.087586844,76,0.482319067,-0.438760865,0.886006614
47,pre_20m_return >= 1.00,entry_filter,pre_20m_return >= 1.0000,12,9,3,0.750000000,0.250000000,0.274005000,0.142991120,84,0.450641575,-0.479511047,0.881881748
48,pre_5m_return >= 0.25 AND volume >= 1.50x AND range >= 0.65,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.6500,12,9,3,0.750000000,0.250000000,0.259659333,0.129917539,89,0.430159190,-0.488606248,0.911465055
49,pre_5m_return >= 0.25 AND volume >= 2.00x,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 2.0000,12,9,3,0.750000000,0.250000000,0.213640833,0.101410867,89,0.534551730,-0.508072517,0.882643610
50,pre_5m_return >= 0.50 AND volume >= 2.00x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.5000 AND pre_5m_volume_spike >= 2.0000 AND entry_range_position >= 0.5000,8,6,2,0.750000000,0.250000000,0.328318875,0.171258411,89,0.546638923,-0.571041860,0.900640920
51,pre_5m_return >= 0.50 AND volume >= 3.00x,entry_filter_combo,pre_5m_return >= 0.5000 AND pre_5m_volume_spike >= 3.0000,8,6,2,0.750000000,0.250000000,0.303377250,0.162407153,95,0.581483866,-0.543053044,0.861936716
52,pre_5m_return >= 0.10 AND range >= 0.40,entry_filter_combo,pre_5m_return >= 0.1000 AND entry_range_position >= 0.4000,27,20,7,0.740740741,0.240740741,0.230222037,0.132748910,66,0.396457119,-0.370338331,0.893214065
53,pre_5m_return >= -0.50 AND range >= 0.75,entry_filter_combo,pre_5m_return >= -0.5000 AND entry_range_position >= 0.7500,23,17,6,0.739130435,0.239130435,0.256484652,0.148733687,66,0.340893890,-0.347877068,0.895039863
54,pre_5m_return >= -0.25 AND range >= 0.75,entry_filter_combo,pre_5m_return >= -0.2500 AND entry_range_position >= 0.7500,23,17,6,0.739130435,0.239130435,0.256484652,0.148733687,66,0.340893890,-0.347877068,0.895039863
55,pre_5m_return >= 0.25 AND volume >= 1.50x,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 1.5000,15,11,4,0.733333333,0.233333333,0.177638667,0.090818955,76,0.522187569,-0.469283764,0.878055794
56,pre_5m_return >= 0.10 AND range >= 0.65,entry_filter_combo,pre_5m_return >= 0.1000 AND entry_range_position >= 0.6500,22,16,6,0.727272727,0.227272727,0.270400682,0.149233752,76,0.395029654,-0.379850072,0.909318017
57,pre_5m_return >= 0.25 AND volume >= 2.00x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 2.0000 AND entry_range_position >= 0.5000,11,8,3,0.727272727,0.227272727,0.228776727,0.105855877,76,0.485351058,-0.501927111,0.904243300
58,pre_5m_return >= 0.10 AND volume >= 1.00x,entry_filter_combo,pre_5m_return >= 0.1000 AND pre_5m_volume_spike >= 1.0000,18,13,5,0.722222222,0.222222222,0.160865167,0.082030356,76,0.461544590,-0.424761429,0.886907296
59,pre_20m_return >= 0.10,entry_filter,pre_20m_return >= 0.1000,32,23,9,0.718750000,0.218750000,0.177760094,0.104685790,64,0.407597331,-0.345567807,0.882344663
60,pre_5m_return >= 0.10 AND volume >= 1.50x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.1000 AND pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.5000,14,10,4,0.714285714,0.214285714,0.222709214,0.111341537,76,0.410445664,-0.466942746,0.906995844
61,pre_5m_return >= 0.00 AND range >= 0.40,entry_filter_combo,pre_5m_return >= 0.0000 AND entry_range_position >= 0.4000,31,22,9,0.709677419,0.209677419,0.201606290,0.116180514,62,0.352005475,-0.348002683,0.887577983
62,pre_5m_return >= 0.10,entry_filter,pre_5m_return >= 0.1000,31,22,9,0.709677419,0.209677419,0.183348516,0.107989858,64,0.420745632,-0.348227432,0.883458500
63,pre_5m_return >= 0.10 AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.1000 AND entry_range_position >= 0.5000,24,17,7,0.708333333,0.208333333,0.247411167,0.136569528,74,0.383003812,-0.379455312,0.909475984
64,pre_5m_return >= 0.25 AND volume >= 2.00x AND range >= 0.65,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 2.0000 AND entry_range_position >= 0.6500,10,7,3,0.700000000,0.200000000,0.249213600,0.115221366,89,0.486291110,-0.503404576,0.908853404
65,pre_5m_return >= 0.25 AND volume >= 3.00x,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 3.0000,10,7,3,0.700000000,0.200000000,0.228950300,0.107985050,95,0.551872458,-0.512926076,0.874937474
66,entry_range_position >= 0.85,entry_filter,entry_range_position >= 0.8500,36,25,11,0.694444444,0.194444444,0.281760889,0.131620273,66,0.354324229,-0.455547924,0.832479336
67,pre_5m_return >= 0.10 AND volume >= 1.50x AND range >= 0.65,entry_filter_combo,pre_5m_return >= 0.1000 AND pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.6500,13,9,4,0.692307692,0.192307692,0.237963154,0.118967733,76,0.405406828,-0.465388152,0.910753812
68,pre_5m_return >= 0.10 AND volume >= 2.00x,entry_filter_combo,pre_5m_return >= 0.1000 AND pre_5m_volume_spike >= 2.0000,13,9,4,0.692307692,0.192307692,0.195484538,0.092653882,76,0.501769172,-0.483357016,0.884149401
69,volume >= 1.50x AND range >= 0.65,entry_filter_combo,pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.6500,16,11,5,0.687500000,0.187500000,0.195828438,0.097827146,74,0.348912061,-0.435720238,0.885924383
70,pre_5m_return >= 0.00 AND volume >= 1.50x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.0000 AND pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.5000,16,11,5,0.687500000,0.187500000,0.194653250,0.097343085,74,0.360262305,-0.439371296,0.891271364
71,pre_5m_return >= 0.10 AND volume >= 1.50x,entry_filter_combo,pre_5m_return >= 0.1000 AND pre_5m_volume_spike >= 1.5000,16,11,5,0.687500000,0.187500000,0.165136812,0.084365899,76,0.496324501,-0.451626716,0.879565988
72,volume >= 1.00x AND range >= 0.65,entry_filter_combo,pre_5m_volume_spike >= 1.0000 AND entry_range_position >= 0.6500,19,13,6,0.684210526,0.184210526,0.177958000,0.088905675,66,0.319167812,-0.404949548,0.882107499
73,pre_5m_return >= 0.00 AND range >= 0.65,entry_filter_combo,pre_5m_return >= 0.0000 AND entry_range_position >= 0.6500,25,17,8,0.680000000,0.180000000,0.233683720,0.129210282,66,0.355233082,-0.358371604,0.896819227
74,pre_5m_return >= -0.50 AND range >= 0.40,entry_filter_combo,pre_5m_return >= -0.5000 AND entry_range_position >= 0.4000,39,26,13,0.666666667,0.166666667,0.158977385,0.091914637,47,0.311759864,-0.334983440,0.874606326
75,pre_5m_return >= -0.25 AND range >= 0.40,entry_filter_combo,pre_5m_return >= -0.2500 AND entry_range_position >= 0.4000,39,26,13,0.666666667,0.166666667,0.158977385,0.091914637,47,0.311759864,-0.334983440,0.874606326
76,pre_5m_return >= 0.00 AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.0000 AND entry_range_position >= 0.5000,27,18,9,0.666666667,0.166666667,0.215968370,0.119436414,64,0.347491340,-0.359611704,0.897885479
77,volume >= 1.00x AND range >= 0.40,entry_filter_combo,pre_5m_volume_spike >= 1.0000 AND entry_range_position >= 0.4000,21,14,7,0.666666667,0.166666667,0.161402238,0.080634904,57,0.334548453,-0.395898809,0.877389476
78,volume >= 1.00x AND range >= 0.50,entry_filter_combo,pre_5m_volume_spike >= 1.0000 AND entry_range_position >= 0.5000,21,14,7,0.666666667,0.166666667,0.161402238,0.080634904,57,0.334548453,-0.395898809,0.877389476
79,volume >= 1.50x AND range >= 0.40,entry_filter_combo,pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.4000,18,12,6,0.666666667,0.166666667,0.174527778,0.087186640,66,0.363551226,-0.421742077,0.879995924
80,volume >= 1.50x AND range >= 0.50,entry_filter_combo,pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.5000,18,12,6,0.666666667,0.166666667,0.174527778,0.087186640,66,0.363551226,-0.421742077,0.879995924
81,pre_5m_return >= 0.00 AND volume >= 1.50x AND range >= 0.65,entry_filter_combo,pre_5m_return >= 0.0000 AND pre_5m_volume_spike >= 1.5000 AND entry_range_position >= 0.6500,15,10,5,0.666666667,0.166666667,0.206002933,0.103019225,74,0.352549756,-0.436185885,0.893479971
82,pre_5m_return >= 0.10 AND volume >= 2.00x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.1000 AND pre_5m_volume_spike >= 2.0000 AND entry_range_position >= 0.5000,12,8,4,0.666666667,0.166666667,0.207846083,0.095998726,76,0.453936676,-0.475664102,0.904074599
83,pre_5m_return >= 0.25 AND volume >= 3.00x AND range >= 0.50,entry_filter_combo,pre_5m_return >= 0.2500 AND pre_5m_volume_spike >= 3.0000 AND entry_range_position >= 0.5000,9,6,3,0.666666667,0.166666667,0.249150778,0.114148306,74,0.493662829,-0.505954308,0.900480858
