wallet,mint,sample_group,first_buy_tx,first_buy_time,last_sell_time,realized_pnl_sol,realized_roi,holding_seconds,entry_label,holding_label,exit_label,pre_5m_return,pre_20m_return,pre_5m_volume_spike,entry_range_position,max_runup_during_holding,max_drawdown_during_holding,exit_efficiency,post_exit_20m_return,kline_file
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,FML9ApgKaSCqbC3XUqTdLaTtdGm1BcJWatN7xmBbpump,profit,ScqbUXHKfmHnMnEbyKUcU9UZeBxZqkeF4rDbg7whcycNDroLAbPwoa36SwHwsFhnga5grf9NVEyYJQY3x7hNfBg,2026-04-29T04:33:55+00:00,2026-04-29T04:34:57+00:00,0.023628618,0.044000000,62,high_range_entry,normal_holding,efficient_take_profit,0.470934692,0.866612077,0.864956233,1.000000000,0.021706394,-0.247337661,0.965121089,-0.471896198,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/FML9ApgKaSCqbC3XUqTdLaTtdGm1BcJWatN7xmBbpump_1m_1777436035_1777438497.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BBZbQQFu8kkw1rhDVzjkyMXsEvc2JLBZiJeShoNapump,profit,5F69UWEpp1AeB42shvQojUqNFExJSb62vuWk9enFQYmT33tQszvhErAMoifxDPBBQBdkJRCBL1KZc4nZaqW77mDq,2026-04-29T04:37:56+00:00,2026-04-29T04:38:11+00:00,0.103273451,0.191636000,15,high_range_entry,fast_runup_holding,pullback_take_profit,,,,1.000000000,0.881259806,-0.208689173,0.429395189,-0.020532678,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/BBZbQQFu8kkw1rhDVzjkyMXsEvc2JLBZiJeShoNapump_1m_1777436276_1777438691.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,27sFia5GZfmt44iiDAym8Y2TL2duTewvYAjkLavhpump,profit,yL6ad3nwtoyeEGFXYMBrf9QhpVQnaFRZjoWnJPrhqgtZS1zWiYQv5Zb4uKxPnMHuH5feMvPoXgJfcwPR1ZJwv1U,2026-04-29T04:39:00+00:00,2026-04-29T04:40:53+00:00,0.209533617,0.209587000,113,high_range_entry,adds_with_profit_potential,efficient_take_profit,0.770408763,0.770408763,0.324146934,1.000000000,0.556463627,-0.109626817,0.915776455,-0.506601746,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/27sFia5GZfmt44iiDAym8Y2TL2duTewvYAjkLavhpump_1m_1777436340_1777438853.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6EYMLZo38gUSnujkokp6KPWQkWoftRKksL7dRc3yMTNG,loss,4wZDSboaAdMztKF8FAQm516i21rgibQVBSdXgimrQbUxV3zE5GJ2KyT9iVuD4qaJdq7HYNoHHBJiFq4WseghkQz4,2026-04-29T05:01:08+00:00,2026-04-29T05:01:55+00:00,-0.038272735,-0.076545000,47,unclear_entry,very_short_holding,fast_stop_loss,0.219515727,0.219515727,0.065810881,0.158660109,0.096324792,0.000000000,0.912138453,-0.207952978,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6EYMLZo38gUSnujkokp6KPWQkWoftRKksL7dRc3yMTNG_1m_1777437668_1777440115.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,H64ap4deX9piTa1kbt6ihjck3KjuHve3MivMrsadpump,loss,5xGQgNfSSTJM6Z93aLziYgjVk1HDGaCXv9aL6uTg37XQDB4EhHhLiSkt7y2wkjqgKQuEq8b9tj4MjiM2hYQZCVB3,2026-04-29T05:03:31+00:00,2026-04-29T05:04:05+00:00,-0.182482537,-0.361764000,34,unclear_entry,large_drawdown_tolerated,fast_stop_loss,,,,0.478769530,0.475918096,-0.437148433,0.440690266,-0.110128062,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/H64ap4deX9piTa1kbt6ihjck3KjuHve3MivMrsadpump_1m_1777437811_1777440245.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,HbUWXrTVCLY8sTydzW6gLu9q2UUCpe77yjni4eZPpump,loss,2vP3QHoBGdPG3exXEMpYGgsJi4xtbEtGgh2vKJaMKvgrBbz9kDoWsJyy8ZsACShUmakmPSUWi1BwPqZRxq2Rwimw,2026-04-29T05:08:49+00:00,2026-04-29T05:09:03+00:00,-0.011311457,-0.022655000,14,high_range_entry,large_drawdown_tolerated,fast_stop_loss,,,,0.982996825,0.005873947,-0.339587823,0.866196452,-0.058763380,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/HbUWXrTVCLY8sTydzW6gLu9q2UUCpe77yjni4eZPpump_1m_1777438129_1777440543.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2Ku7NnBci7sMSLRYV6xpESJFYmg9FTizpX2wTqXopump,profit,2SCtWTzeMKG3rHBd3DiWgKMA6U5wFUR9XLUduSkipH8k1juJJsjaqEt8PactLYL1eSRQVjGyqV7mQfFDcKoS2Wix,2026-04-29T05:09:30+00:00,2026-04-29T05:09:45+00:00,0.006475550,0.012954000,15,high_range_entry,large_drawdown_tolerated,efficient_take_profit,0.320819929,0.320819929,0.787426619,0.900352848,0.076532282,-0.568156887,0.928908511,-0.024559139,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/2Ku7NnBci7sMSLRYV6xpESJFYmg9FTizpX2wTqXopump_1m_1777438170_1777440585.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,etxt2AosDxDR5kaKQn4GZoxwWgVXa9CBzUT5fAZpump,loss,4KfJrhqe4LE7vpiT4ByMaPaPZgq9dvpwzwftoXes5t2DHJfzkXEfenJKUH5vVvK1m4Y21DAS821FzxehjysucX9C,2026-04-29T05:12:08+00:00,2026-04-29T05:12:42+00:00,-0.073552630,-0.147105000,34,unclear_entry,very_short_holding,fast_stop_loss,-0.052530601,-0.052530601,0.433832401,0.684315296,0.085347613,-0.264725932,0.921363799,-0.012621827,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/etxt2AosDxDR5kaKQn4GZoxwWgVXa9CBzUT5fAZpump_1m_1777438328_1777440762.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,4SGxnG9Asrr2RdSXGcWvJAgzfxaQFnx2w6Zj5pegpump,loss,5gk9Gbo3pvxX9RjmWghqrT9PBkbvXwHPw9txK43sc6PvhdszUUtLkCyfR7Ts7swiJexEgQW5BgsV5HMyKQG6vdnF,2026-04-29T05:17:50+00:00,2026-04-29T05:18:05+00:00,-0.101917976,-0.203836000,15,unclear_entry,very_short_holding,fast_stop_loss,,,,0.310052146,0.453889215,-0.233631596,0.533387104,-0.019991475,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/4SGxnG9Asrr2RdSXGcWvJAgzfxaQFnx2w6Zj5pegpump_1m_1777438670_1777441085.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9Gk885sPonJDzUfwoDqQf43nHb4vG22TsMiGEF3ppump,loss,oPHJP8kEGaguvxnZTDoDrVPxmrYTb4ixQUGhCtVs2VPiReMDAu93oWLLVvSYxCDm8VvEXFvT9TC8vuM5HymjMXa,2026-04-29T05:27:49+00:00,2026-04-29T05:28:14+00:00,-0.145707845,-0.270485000,25,high_range_entry,large_drawdown_tolerated,fast_stop_loss,,,,0.960287287,0.026739271,-0.646578383,0.538340456,-0.385948411,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/9Gk885sPonJDzUfwoDqQf43nHb4vG22TsMiGEF3ppump_1m_1777439269_1777441694.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,APF5DgmqmDkmbF21TGJeYd4F7d8hSknyZWPCHphXpump,loss,5hkn5VnCvbwSmNc8LV4GUGv2eHVXuxZqgXcYaL8NJpJ5wjDHS6r6AF4yszhfZu86kv2Tr99sDkGwfyKyDyDREXtu,2026-04-29T05:29:31+00:00,2026-04-29T05:29:44+00:00,-0.024139659,-0.040860000,13,unclear_entry,large_drawdown_tolerated,fast_stop_loss,,,,0.427261826,0.440653208,-0.328726638,0.694129576,-0.332656640,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/APF5DgmqmDkmbF21TGJeYd4F7d8hSknyZWPCHphXpump_1m_1777439371_1777441784.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,ELWxQbrb9FmSUGmxdmrDbjbYqvu5SNM2gn8ThYcspump,loss,423dFTQbVyyZfhuu4G6RXKzFKTBBTDezB9PZ2tSWYHuKCE54byUbM7Lp9KCok6rh7iNpzHbv5wZVVc9MKaiYYitF,2026-04-29T05:37:18+00:00,2026-04-29T05:37:49+00:00,-0.029915087,-0.303991000,31,unclear_entry,fast_runup_holding,fast_stop_loss,,,,0.325939530,0.701171494,-0.339048969,0.587830212,-0.379410902,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/ELWxQbrb9FmSUGmxdmrDbjbYqvu5SNM2gn8ThYcspump_1m_1777439838_1777442269.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CyAr9fPWPP4YdMoFajbEvNTpxSBaXbDbigauGg4epump,profit,j6Mk97sizZ6CShpfUTA6mNaiya65eugGkgqAvEKZoNMf5x78AuT7FTe5FBt5Truz1ERCwJuUfHszTohgfoKexou,2026-04-29T05:42:21+00:00,2026-04-29T05:43:12+00:00,0.002259687,0.004519000,51,unclear_entry,very_short_holding,efficient_take_profit,-0.186261725,0.551740780,0.619982406,0.570605469,0.000000000,-0.263119405,0.847815735,-0.498004784,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/CyAr9fPWPP4YdMoFajbEvNTpxSBaXbDbigauGg4epump_1m_1777440141_1777442592.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6GrGEJ7Z2M2RQpfwjrFmFswPWNmbtHGrr3DHtE1Wpump,loss,3mkgZQbC2RSNgFJkqcfacosXQy7kWMxko9jdgREL5ag1WQqANxxaQ5by6QUWXpKfp3Qt97vxCGr2yD1wHdh3vHiJ,2026-04-29T05:44:55+00:00,2026-04-29T05:45:33+00:00,-0.005661600,-0.012500000,38,dip_or_rebound_entry,very_short_holding,fast_stop_loss,-0.700307318,-0.513342121,0.086487343,0.000000000,0.028116213,0.000000000,0.973111166,-0.014632883,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6GrGEJ7Z2M2RQpfwjrFmFswPWNmbtHGrr3DHtE1Wpump_1m_1777440295_1777442733.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6i7VSyA3GwPeDgzigdFyK5qJXWARuMxfhEm1p92dpump,profit,5ft6kwMaFYudUrFnyLwUxKU4LZ8zJMxWjdyuJF4Xp9CGTAtAb3qMPicRro1MMgu4VEX3Z2t5mNGkcQvCm4jxA16K,2026-04-29T05:45:40+00:00,2026-04-29T05:46:21+00:00,0.238198378,0.476397000,41,high_range_entry,large_drawdown_tolerated,efficient_take_profit,,,,0.942975441,0.120314146,-0.601303468,0.751833887,-0.594547148,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6i7VSyA3GwPeDgzigdFyK5qJXWARuMxfhEm1p92dpump_1m_1777440340_1777442781.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,5xL9HT3fDAzX3VEsZCX8qEWi3mgemtrgfd544aJgpump,loss,aaQ1uy2T39t85EFy1TLdTGx2d1tRnAN3a9L9CdxZBjUJFfVVp3R82m9Y81KZsRyayJH3vREWTXqc72xkdV6BaaD,2026-04-29T05:59:26+00:00,2026-04-29T05:59:42+00:00,-0.259572890,-0.464887000,16,unclear_entry,fast_runup_holding,fast_stop_loss,,,,0.145851355,1.037477625,-0.177155953,0.490802936,-0.176988980,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/5xL9HT3fDAzX3VEsZCX8qEWi3mgemtrgfd544aJgpump_1m_1777441166_1777443582.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,PFVF3TH5uGWnhaM6XNn8CAWXpqrCE2PQiGgGQybpump,profit,9VdcAwZ5TYzXQBGad1E1ra4HQedoH1DBaoA7AYtiZHvvz6nEK9aD3H3bfeb9Xm4rdXDvRJDYTHw5G2bEuFroSXw,2026-04-29T06:00:11+00:00,2026-04-29T06:00:29+00:00,0.078006833,0.156038000,18,dip_or_rebound_entry,fast_runup_holding,pullback_take_profit,-0.614153864,-0.614153864,0.584491679,0.016637134,1.592024619,-0.045406645,0.385798805,-0.056501869,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/PFVF3TH5uGWnhaM6XNn8CAWXpqrCE2PQiGgGQybpump_1m_1777441211_1777443629.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DaNJ7kvzxFu7c7DG6u1E6s4wMZhJSEa4Ss9ZqKfUpump,profit,3x3YwFPFtsMZNYjQFZbPCHM6fq5nZvsBEbHa21ptsq57P82fLBc4eeknJn3KW2c3HbcV9mfC873B2oCstRJpANot,2026-04-29T06:05:25+00:00,2026-04-29T06:05:58+00:00,0.011370379,0.022741000,33,high_range_entry,very_short_holding,efficient_take_profit,,,,0.838177301,0.037274968,-0.193069527,0.964064526,-0.138278665,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DaNJ7kvzxFu7c7DG6u1E6s4wMZhJSEa4Ss9ZqKfUpump_1m_1777441525_1777443958.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EW9ArqgzzH8U5pu5nMXdajw9nft9hiWMncw11x5cpump,profit,63tyMVRjaAKzmJRAZQEzH9CUfZpC4AQwUBxkMgcHqyiFLkyqdA7MdfpZSNu1P5FHLCcBo7a6dgjZV6QZ9i2j4tXX,2026-04-29T06:19:03+00:00,2026-04-29T06:20:09+00:00,0.243537607,0.514903000,66,breakout_volume_entry,large_drawdown_tolerated,efficient_take_profit,1.076240983,1.076240983,1.654090064,1.000000000,0.000000000,-0.518360341,0.864924486,-0.646123583,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EW9ArqgzzH8U5pu5nMXdajw9nft9hiWMncw11x5cpump_1m_1777442343_1777444809.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BP37KtWxxY3smx463XzsS5QvC58RW4tFFbVKRX2Gpump,profit,XPuHN51NWp2QFXUBNz9T77odte761JTRAdyvjgnwe7TYXJvP3owhFYJepktgnfr1DQr1kb4xarteUC5a4QXFMoP,2026-04-29T06:23:16+00:00,2026-04-29T06:24:32+00:00,0.179339438,1.823698000,76,high_range_entry,large_drawdown_tolerated,efficient_take_profit,,,,0.904144242,0.088515258,-0.834906139,0.916926228,-0.403457889,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/BP37KtWxxY3smx463XzsS5QvC58RW4tFFbVKRX2Gpump_1m_1777442596_1777445072.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,8B8HcYv5zktaDKPBN4pvEDgHuutMp585A9mPyTLMpump,loss,46txPbXpmUa8Z3ZAssrzcJ8R5LTdF51cxuD8MjHCAE4F7cCo2wFDg8uzRPcZ15QJb8auRUoCnSyJ1Uo9mc8dgC9s,2026-04-29T06:32:57+00:00,2026-04-29T06:33:12+00:00,-0.176298023,-0.352596000,15,unclear_entry,large_drawdown_tolerated,fast_stop_loss,,,,0.740129882,0.154596602,-0.465172852,0.463215591,0.000000000,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/8B8HcYv5zktaDKPBN4pvEDgHuutMp585A9mPyTLMpump_1m_1777443177_1777445592.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EPo6akAM2AiECbMh8q48kVHywyN7RMRmbpeHodKfpump,profit,uwMU1g2tTTGd9B5GrXQeALwTwn7jNh8rpkWCL1pKxZCj8P65jv8BjXT8nqxWKuJc1xUEurRqKdvP5ahxEt7TbYn,2026-04-29T06:36:25+00:00,2026-04-29T06:40:07+00:00,0.163259195,0.108873000,222,breakout_volume_entry,adds_with_profit_potential,efficient_take_profit,1.153491509,0.938192671,1.764899202,1.000000000,0.298999175,-0.310868878,0.984122138,-0.627061776,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EPo6akAM2AiECbMh8q48kVHywyN7RMRmbpeHodKfpump_1m_1777443385_1777446007.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,E4VuwYbTv5RmmqJGQhKdoxUWZzJGNxUXyDcsP73apzJu,profit,3h3rU9LYLwUTYbtopkbjozZLgbUNYhaxE4MPinQWnpcX5W3BtiUaEJDWqSFdQQDinbjnrzPYJgN84T8JDG4dra1,2026-04-29T06:40:46+00:00,2026-04-29T06:41:02+00:00,0.042481643,0.430855000,16,high_range_entry,large_drawdown_tolerated,efficient_take_profit,,,,0.957418573,0.299038157,-0.776440279,0.774021173,-0.799451221,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/E4VuwYbTv5RmmqJGQhKdoxUWZzJGNxUXyDcsP73apzJu_1m_1777443646_1777446062.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,F92bdh9DZMGUeASuwXepC2A3Dz8umaGvRgjzJgDypump,profit,42QtpDQQz5NChgwLdpfaCAbE1NyJFweJ9WkqyjqXid1e1Ky1FKWv1REKscScD9LV4BTkPtuweYFWqN1Vr8hxTVwc,2026-04-29T06:41:23+00:00,2026-04-29T06:41:42+00:00,0.074180646,0.132082000,19,unclear_entry,large_drawdown_tolerated,efficient_take_profit,-0.066463487,-0.066463487,0.916149166,0.557917385,0.113671194,-0.407390544,0.897931099,-0.511754973,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/F92bdh9DZMGUeASuwXepC2A3Dz8umaGvRgjzJgDypump_1m_1777443683_1777446102.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Fu2Rm5QEf66SjnHLFxKwS3C5WdXiES2LX2hfPAWpump,loss,22ZRajVVZYx1U6KbYghGWtVn7xTSA28hSauUwuSuqWirJpWxuzMC7CzmDuuz7vPy5LxVr8i8Er5hUdaD2PGUtTwP,2026-04-29T06:47:54+00:00,2026-04-29T06:48:20+00:00,-0.029368462,-0.058775000,26,unclear_entry,fast_runup_holding,fast_stop_loss,,,,0.324684336,0.718142865,-0.345275183,0.528789245,-0.267551570,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/Fu2Rm5QEf66SjnHLFxKwS3C5WdXiES2LX2hfPAWpump_1m_1777444074_1777446500.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,GASyGb3FKcUU5atCePcG39QwuLkLiHQ6bub8doEfpump,profit,3CQi7tJGMvUQHRzGPUQtKmsZeUvmSBfGuG2Ywutg8LFgY4M3SFtb5C2VNST9ekM8v83TwnmdDjzbPPD86EyBQZ3Y,2026-04-29T06:54:23+00:00,2026-04-29T06:55:06+00:00,0.015283589,0.030572000,43,high_range_entry,large_drawdown_tolerated,pullback_take_profit,,,,0.817375489,0.340767282,-0.594570078,0.650283510,1.469034330,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/GASyGb3FKcUU5atCePcG39QwuLkLiHQ6bub8doEfpump_1m_1777444463_1777446906.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EAE9oXaQfoZrB4Lofyo13WyiGkWu73VVS9dGZrxhpump,profit,5nR3TyxCdvMcqHN7thQY7WDYZY2vBZYBRHdPwLXiPxwmPcG3NGrRum7DSss6c4qkRMJntHzUwHG9fmgJLwCUuyeH,2026-04-29T07:00:50+00:00,2026-04-29T07:01:23+00:00,0.195377706,0.320264000,33,high_range_entry,large_drawdown_tolerated,efficient_take_profit,,,,1.000000000,0.303718665,-0.611266096,0.809286997,-0.631073302,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EAE9oXaQfoZrB4Lofyo13WyiGkWu73VVS9dGZrxhpump_1m_1777444850_1777447283.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6eZAb5VQBD75KuEMEuUAVfsdnjikVxZmHCggLy4Ppump,profit,3xNApXgjqJDWuNum4MJixvSyxNRp8nbAVb1ANJyCf2U6KVWmCtibWP892EryFEjuwevqcL6PxYGhA1LJu3ZfCkVF,2026-04-29T07:03:34+00:00,2026-04-29T07:03:56+00:00,0.010033961,0.017567000,22,high_range_entry,large_drawdown_tolerated,efficient_take_profit,,,,0.877617980,0.053210490,-0.381579607,0.949477820,-0.335229637,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6eZAb5VQBD75KuEMEuUAVfsdnjikVxZmHCggLy4Ppump_1m_1777445014_1777447436.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,7wKewyb1mqbqLWkR2ruJ3Y5bTubi81P8uraanG5Ypump,loss,66NMmyAGLKHXE51oWhLJHhS9CfhQvzLa2Ysr4tK3xi5HPCwkLtnhQ63R85eU8ocNcVDTbeDcp9oVcygXdz1Vhnp,2026-04-29T07:07:06+00:00,2026-04-29T07:08:03+00:00,-0.261442883,-0.522886000,57,breakout_volume_entry,fast_runup_holding,fast_stop_loss,0.391395727,0.391395727,1.697458281,0.348615658,1.119193603,-0.113157032,0.730066969,0.288822531,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/7wKewyb1mqbqLWkR2ruJ3Y5bTubi81P8uraanG5Ypump_1m_1777445226_1777447683.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3a1ovj7dNJ87r4jj93PB2xSaowtnF2YaA8kCy7eSpump,loss,5wjWReCShy5dYBVWazQmXbGBdBTGjvSyGgmiQPXqbADJyuJNh9wTZRohWa3EdmQG3aCgPSps3qg9NW1pDyHLehZi,2026-04-29T07:08:58+00:00,2026-04-29T07:09:09+00:00,-0.078775889,-0.160422000,11,high_range_entry,very_short_holding,fast_stop_loss,-0.026867015,-0.026867015,0.789826281,0.752178879,0.143478461,-0.241611070,0.663229746,0.511024617,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/3a1ovj7dNJ87r4jj93PB2xSaowtnF2YaA8kCy7eSpump_1m_1777445338_1777447749.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,88zHjd1LL7pwBjommuMdLrf9yHmH3iwcuFb3ikAvpump,loss,54mLnAkyLQaAE7jBoHPrgCxKKb7itk8jCD8irp9q4R4UkGBbgtYdHbyVyaMd5tWzBTPuQPkDwnVkWaRrKUq8XT3A,2026-04-29T07:10:43+00:00,2026-04-29T07:11:47+00:00,-0.038035385,-0.076150000,64,high_range_entry,normal_holding,fast_stop_loss,0.334638269,1.428948786,0.628210460,0.996879034,0.000000000,-0.115554578,0.916868723,0.111580040,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/88zHjd1LL7pwBjommuMdLrf9yHmH3iwcuFb3ikAvpump_1m_1777445443_1777447907.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CaTc99L3DGKQaCDicYAjpWZdvbsiygZN4omPAZhmpump,profit,RAitganaAZBKDCShJqPqrwqKkct76T4cfPwXs1jULh2ShXE26EW6f8Ctn1fn4nSumZoFFq6f5MURkpTFVcaDGPX,2026-04-29T07:13:48+00:00,2026-04-29T07:14:28+00:00,0.049508664,0.099017000,40,high_range_entry,large_drawdown_tolerated,pullback_take_profit,,,,0.806183830,0.096201491,-0.314132746,0.727268536,-0.124894838,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/CaTc99L3DGKQaCDicYAjpWZdvbsiygZN4omPAZhmpump_1m_1777445628_1777448068.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,7ZVztNusCidFiHuscBFz7dAygHogBRfcJVMR3aGkpump,profit,MLmSS5BVMk2Rpj4QDd2A2X12bx4NxZj37gwB2oEmBCwR9oFQ7XgrSb3rv5hkgMBkeDu59E48ugDNp1zCyD9bVi3,2026-04-29T07:14:41+00:00,2026-04-29T07:15:57+00:00,0.013754080,0.027508000,76,breakout_volume_entry,normal_holding,efficient_take_profit,0.255554331,1.378930003,2.211714639,0.871494795,0.098896597,-0.168026933,0.887667931,-0.115864205,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/7ZVztNusCidFiHuscBFz7dAygHogBRfcJVMR3aGkpump_1m_1777445681_1777448157.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,SEbDZ4TRfKUvWxPm7fRxQinWNWJSAFEWeHCz2Kapump,profit,39zkkTNnBsUDeo3EPdtPhLhMWMTXzboCi32hJjeCemEPTyK3TzwC7KxXmHoH5K8PJLz2v4w6YTC4o6NhJfADaZP5,2026-04-29T07:19:59+00:00,2026-04-29T07:21:23+00:00,0.086255074,0.172510000,84,high_range_entry,normal_holding,efficient_take_profit,1.023782845,2.175821339,1.222872256,1.000000000,0.335882331,-0.295336306,0.921087724,0.540709117,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/SEbDZ4TRfKUvWxPm7fRxQinWNWJSAFEWeHCz2Kapump_1m_1777445999_1777448483.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,tjn8grxUZug5xn5VswjweXGzfrZYNjwX7JWWXF3pump,loss,4ySjUY8AZXUM3QUmriPW8NGtp1wn11V1Kdg71tkfZWxKsogMGyWjfV14FhD4z131R6acdJdV1nQ7EdD33G6mhdEm,2026-04-29T07:37:33+00:00,2026-04-29T07:38:06+00:00,-0.008075812,-0.016163000,33,breakout_volume_entry,very_short_holding,fast_stop_loss,-0.168813725,-0.168813725,1.726512184,0.601354979,0.485378559,-0.132681117,0.806994241,0.851575493,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/tjn8grxUZug5xn5VswjweXGzfrZYNjwX7JWWXF3pump_1m_1777447053_1777449486.json
