wallet,mint,sample_group,first_buy_tx,first_buy_time,last_sell_time,realized_pnl_sol,realized_roi,holding_seconds,kline_file,exclude_reason
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3Xps1UwWmHFLv9R29reKoV8hCAbFD6DxZk3Xjckopump,profit,62aWJ5UEAksauS6tcfFkL9Sob51dq5QgSTr37KHYStMZfgYPMSWHagrwPTFihotcZHdhVbBBJj6v6x36W4Ep9iCo,2026-04-29T09:39:03+00:00,2026-04-29T09:39:45+00:00,0.049811491,0.099638,42,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/3Xps1UwWmHFLv9R29reKoV8hCAbFD6DxZk3Xjckopump_1m_1777454343_1777456785.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3R82c9xNofKmbAaW7WbeaHc4KWNgWL5nnvQvxYxQpump,loss,NZn8pV8y4tTNgn7CaMPw9sgJLQ5Hu3jCYqWRLHAswGwD7JJUcTR7VM98Xk1pEN5kndbA9uRpvX7RxkmDgvsBjxK,2026-04-29T09:43:38+00:00,2026-04-29T09:44:02+00:00,-0.156518936,-0.316371,24,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/3R82c9xNofKmbAaW7WbeaHc4KWNgWL5nnvQvxYxQpump_1m_1777454618_1777457042.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,4eoAmGt465BphcZhyky68EuGu8AwTVXfkiYpGeo1pump,loss,31hAse8A7N4WfBz1hBAf2JFVq2BJNbSQBC8kRzPoz9Vy6jPHouDrZHFFAQcfqZ9PGf5XegUkEgrBNNEiTDw1mAYU,2026-04-29T09:43:59+00:00,2026-04-29T09:51:07+00:00,-0.128560555,-0.063704,428,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/4eoAmGt465BphcZhyky68EuGu8AwTVXfkiYpGeo1pump_1m_1777454639_1777457467.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,FK8NdVVYAMxGu3yGwCNeWh3gcyDeDtL7XoFLDsVvpump,profit,34wbgto1TV1SVmAZPuGSeK44D93J7GmbFNq5uc4rEnee9sPqcHtPfTsCmP5zJDCPiCfTr24GmkLU9vZzaZxArx1q,2026-04-29T09:48:00+00:00,2026-04-29T09:48:47+00:00,0.040436950,0.080874,47,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/FK8NdVVYAMxGu3yGwCNeWh3gcyDeDtL7XoFLDsVvpump_1m_1777454880_1777457327.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BEFGTBRvCvnoTAqsXC98EvFyBjza5tVxtMsKfFRBpump,profit,3YoEGeMh7ZuSzZRzYCs8A4bvSKX1kHDcqmS89iYJ2jGAQSM6t1B93y1UMpNUv4N5QAgZCCQjGhNTJ5WwWJyi8Qnu,2026-04-29T09:49:01+00:00,2026-04-29T09:50:15+00:00,0.289454252,0.453689,74,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/BEFGTBRvCvnoTAqsXC98EvFyBjza5tVxtMsKfFRBpump_1m_1777454941_1777457415.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,ATw5RFWAhbp9FSsVz7HK6dt6zVaGXuqYEnTupBWPpump,profit,3ET2W1xaXihSf5QASbQEQAaU5PQ42dwKjNYxXh7bmVM4QSaRx298uyMXepKMTJ4nt3nuYBva2AKJA45a6EaPkBKF,2026-04-29T10:05:52+00:00,2026-04-29T10:07:27+00:00,0.094423725,0.188034,95,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/ATw5RFWAhbp9FSsVz7HK6dt6zVaGXuqYEnTupBWPpump_1m_1777455952_1777458447.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2MNaTukcJbkMvV1uM9iGwcSck9XS2tyFT3BfkTXjpump,loss,5BRMydjAzB7BjjB7Ap4qnjgdh9KtzfsDH1wb8bN341szLdewLzVyiJhbD6TZAGEMgSZZnDRBnTXzmkKuMURbfrUv,2026-04-29T10:08:12+00:00,2026-04-29T10:08:32+00:00,-0.038071325,-0.076201,20,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/2MNaTukcJbkMvV1uM9iGwcSck9XS2tyFT3BfkTXjpump_1m_1777456092_1777458512.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,JBLNPDbZvJNXKfSWqoXvCnBkvoWyhZr7Jd1KZHwWpump,loss,4R1DjBh7AtdeB4oNHrxQ9dJJ3FCJQVb91Y8iCyUC1ECKkGnKa3SnP7t6UYofmoET6uYkhKjKw9UFpoNnXHayMeRc,2026-04-29T10:10:32+00:00,2026-04-29T10:11:06+00:00,-0.138705760,-0.286574,34,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/JBLNPDbZvJNXKfSWqoXvCnBkvoWyhZr7Jd1KZHwWpump_1m_1777456232_1777458666.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3Ky1XiMUJSa253EuG4pm6K4rLqRdACLfJynDRCqKpump,loss,2ZAHLVjCSXHyQPCm974VerGU2VvVtAFcWnnGESC4xQdG5SkwuDQ9NF6hVpeQpj8WUwNrHDbetuGLyp7RFuc8zmfB,2026-04-29T10:12:32+00:00,2026-04-29T10:12:40+00:00,-0.174737430,-0.349559,8,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/3Ky1XiMUJSa253EuG4pm6K4rLqRdACLfJynDRCqKpump_1m_1777456352_1777458760.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,36rurryfBXL8n5vfokRTocLvyxnoE1qugf8f39ZYpump,loss,4BoHi51RV2ACK5NHQvS5PGzRuSt3TRiGXdwMW2hc6bEenuQB893634hDbGfxrUjcRGVJpK3dQWty5qxyy9q5nb9h,2026-04-29T10:17:35+00:00,2026-04-29T10:17:40+00:00,-0.155482457,-0.314455,5,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/36rurryfBXL8n5vfokRTocLvyxnoE1qugf8f39ZYpump_1m_1777456655_1777459060.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2rUxzz58pVQz6KHT2NfHcxtdK6vdaXZaQgM58FJapump,loss,2UhJpcVjBnibgp5i8za2Hq3bqhZeYTKdP8k4LyS6yy4dN1p2f6fkj2WFfrzqfsn1CrcsTYRXuuadDVqj5c43HUEG,2026-04-29T10:25:16+00:00,2026-04-29T10:25:38+00:00,-0.128295627,-0.254578,22,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/2rUxzz58pVQz6KHT2NfHcxtdK6vdaXZaQgM58FJapump_1m_1777457116_1777459538.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EtAqs7SjR5cp5wgRujYVmZhnb9dRoFJVwbEisHKypump,profit,tqRWAgxbxvBqgsscCnw6LEHNAPjnYPmdFudAzWWYcvtJXn45mAK9eStNU1eNacZyFXr4Y35CibYaZBtdvUP5arr,2026-04-29T10:42:31+00:00,2026-04-29T10:42:58+00:00,0.060593928,0.125028,27,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EtAqs7SjR5cp5wgRujYVmZhnb9dRoFJVwbEisHKypump_1m_1777458151_1777460578.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Gu8aoaTcmxyyT9FKtQkfddrvW7HwXJRRcgDLhAn2pump,loss,434k1YwfGXRjCu5Fjyxq816zrmqVxehwGmuotwWpSowpEgDWD8KxGyoF5V3DFLjc2zM6u1Te5hGKMFq5ZQKJHdZZ,2026-04-29T10:43:34+00:00,2026-04-29T10:43:44+00:00,-0.051836257,-0.103688,10,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/Gu8aoaTcmxyyT9FKtQkfddrvW7HwXJRRcgDLhAn2pump_1m_1777458214_1777460624.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,28uAqq1hGrh8tqmT8j9MD6FbzMxeMZgfywysNnuhpump,loss,4higcCk7cjDf8K24onL5pSrpXoC8FVix3DvZZuCWsyj5y28owqWbsXhtTZfMbixezHh5bgwauhAwpoFdjsjxkgtH,2026-04-29T10:46:13+00:00,2026-04-29T10:47:25+00:00,-0.151918016,-0.313087,72,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/28uAqq1hGrh8tqmT8j9MD6FbzMxeMZgfywysNnuhpump_1m_1777458373_1777460845.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DiqmbYhdd7HoytAabr5AQdTBrB8DMTupgukE2ZHEpump,loss,4CWkovCjGx1JLZPhFzvSsCcnCZ7cEqz2oCcuaXkEojDNGCLunxFUhQAdW18BWKMHpi2UCxeZdYjo4S3kZt89Virf,2026-04-29T10:47:08+00:00,2026-04-29T10:47:38+00:00,-0.019946315,-0.039952,30,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DiqmbYhdd7HoytAabr5AQdTBrB8DMTupgukE2ZHEpump_1m_1777458428_1777460858.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,E6xoDtQRrYp7RGtmNT7M7BNv6WLumhMzVm5qpDQCpump,loss,39vb8qLHms7eYHg2RxuxAh67FuAyBGTYbUggaFZPCB2cYenpBDTLCtxwLcSfVH9DZaXniMqnp3HbWrZQBky6r6MS,2026-04-29T10:54:51+00:00,2026-04-29T10:56:56+00:00,-0.057623058,-0.038289,125,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/E6xoDtQRrYp7RGtmNT7M7BNv6WLumhMzVm5qpDQCpump_1m_1777458891_1777461416.json,
